"Reporting starts","Reporting ends","Ad name","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks",shop_clicks,"CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)","Landing page views","Cost per landing page view (USD)"
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.custom.1272107968054324,3250,1.268308,87.21333333,35,Daily,261.64,Ongoing,Average,-,-,4122,63.474042,59,,4.434576,1.431344,104,2.523047,2.515769,43,6.084651
2026-01-01,2026-02-18,"Pace Morby",active,"7-day click, 1-day view, or 1-day engaged-view",5,actions:offsite_conversion.custom.1272107968054324,6737,1.616743,100.99,25,Daily,504.95,Ongoing,Average,-,-,10892,46.359714,129,,3.914341,1.184355,260,2.387073,1.942115,88,5.738068
2026-01-01,2026-02-18,"Image - We fill rooms...",active,"7-day click or 1-day view",15,actions:leadgen.other,3757,1.60527,23.75,10,Daily,356.25,Ongoing,Average,Average,Average,6031,59.069806,68,,5.238971,1.127508,144,2.387664,2.473958,7,50.892857
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",4,actions:offsite_conversion.custom.1272107968054324,5231,1.497993,109.7475,40,Daily,438.99,Ongoing,Average,-,-,7836,56.022205,118,,3.720254,1.50587,188,2.399183,2.335053,95,4.620947
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",10,actions:offsite_conversion.custom.1272107968054324,1842,4.989142,73.966,10,Daily,739.66,Ongoing,Average,-,-,9190,80.48531,173,,4.275491,1.882481,234,2.546246,3.16094,106,6.977925
2026-01-01,2026-02-18,"Alanna Testimonial",active,"7-day click or 1-day view",58731,reach,58731,2.426044,4.55296181,3,Daily,267.4,Ongoing,"Below average - Bottom 20% of ads",-,-,142484,1.876702,102,,2.621569,0.071587,134,0.094046,1.995522,73,3.663014
2026-01-01,2026-02-18,"David Testimonial",active,"7-day click or 1-day view",6880,reach,6880,1.262936,2.78488372,5,Daily,19.16,Ongoing,"Below average - Bottom 20% of ads",-,-,8689,2.205087,6,,3.193333,0.069053,11,0.126597,1.741818,6,3.193333
2026-01-01,2026-02-18,"David Testimonial",active,"7-day click or 1-day view",9505,reach,9505,3.893845,20.37769595,10,Daily,193.69,Ongoing,"Below average - Bottom 35% of ads",-,-,37011,5.233309,33,,5.869394,0.089163,289,0.780849,0.670208,31,6.248065
2026-01-01,2026-02-18,"Video #1",active,"7-day click or 1-day view",151635,reach,151635,2.517572,3.16457282,10,Daily,479.86,Ongoing,"Below average - Bottom 35% of ads",-,-,381752,1.256994,100,,4.7986,0.026195,302,0.079109,1.58894,77,6.231948
2026-01-01,2026-02-18,"Ajay Testimonial",active,"7-day click or 1-day view",68946,reach,68946,3.005628,3.05674006,3,Daily,210.75,Ongoing,"Below average - Bottom 35% of ads",-,-,207226,1.017006,83,,2.539157,0.040053,114,0.055012,1.848684,47,4.484043
2026-01-01,2026-02-18,"Video #1",not_delivering,"7-day click or 1-day view",55641,reach,55641,1.716899,3.55133804,5,Daily,197.6,Ongoing,"Below average - Bottom 35% of ads",-,-,95530,2.06846,32,,6.175,0.033497,97,0.101539,2.037113,22,8.981818
2026-01-01,2026-02-18,"AI Ad #6 - Old Copy",not_delivering,"7-day click",18,actions:offsite_conversion.custom.1272107968054324,12324,2.942957,61.56777778,20,Daily,1108.22,Ongoing,Average,-,-,36269,30.555571,443,,2.501625,1.221429,680,1.874879,1.629735,387,2.863618
2026-01-01,2026-02-18,"Image - We fill rooms...",active,"7-day click or 1-day view",15,actions:leadgen.other,3386,1.59303,23.95266667,10,Daily,359.29,Ongoing,Average,Average,"Above average",5394,66.609195,64,,5.613906,1.186504,149,2.762329,2.411342,5,71.858
2026-01-01,2026-02-18,"Video #1",active,"7-day click or 1-day view",51892,reach,51892,1.425152,2.61562476,3,Daily,135.73,Ongoing,"Below average - Bottom 35% of ads",-,-,73954,1.83533,5,,27.146,0.006761,54,0.073018,2.513519,5,27.146
2026-01-01,2026-02-18,"Video #2",inactive,"7-day click or 1-day view",509,reach,509,1,1.31630648,3,Daily,0.67,Ongoing,-,-,-,509,1.316306,,,,,0,0,0,,
2026-01-01,2026-02-18,"Video #3",inactive,"7-day click or 1-day view",5596,reach,5596,1.102931,1.40993567,3,Daily,7.89,Ongoing,-,-,-,6172,1.278354,,,,,4,0.064809,1.9725,,
2026-01-01,2026-02-18,"Peter Snelle Testimonial",active,"7-day click or 1-day view",24519,reach,24519,1.799013,3.43407154,5,Daily,84.2,Ongoing,"Below average - Bottom 20% of ads",-,-,44110,1.908864,24,,3.508333,0.054409,30,0.068012,2.806667,13,6.476923
2026-01-01,2026-02-18,"Ajay Testimonial",active,"7-day click or 1-day view",21140,reach,21140,1.616604,3.66934721,5,Daily,77.57,Ongoing,"Below average - Bottom 35% of ads",-,-,34175,2.269788,13,,5.966923,0.03804,29,0.084857,2.674828,8,9.69625
2026-01-01,2026-02-18,"Alanna Testimonial - Copy",active,"7-day click or 1-day view",1088,reach,1088,1.205882,1.91176471,5,Daily,2.08,Ongoing,"Below average - Bottom 35% of ads",-,-,1312,1.585366,1,,2.08,0.07622,1,0.07622,2.08,,
2026-01-01,2026-02-18,"Ajay Testimonial",active,"7-day click or 1-day view",89,reach,89,1.359551,26.74157303,5,Daily,2.38,Ongoing,-,-,-,121,19.669421,,,,,2,1.652893,1.19,,
2026-01-01,2026-02-18,"David Testimonial",active,"7-day click or 1-day view",15,reach,15,1.066667,20,5,Daily,0.3,Ongoing,-,-,-,16,18.75,,,,,0,0,0,,
2026-01-01,2026-02-18,"Peter Snelle Testimonial",active,"7-day click or 1-day view",417,reach,417,3.081535,61.65467626,5,Daily,25.71,Ongoing,-,-,-,1285,20.007782,1,,25.71,0.077821,14,1.089494,1.836429,1,25.71
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.custom.1272107968054324,2082,1.353987,124.665,40,Daily,249.33,Ongoing,-,-,-,2819,88.446258,56,,4.452321,1.98652,103,3.653778,2.42068,48,5.194375
2026-01-01,2026-02-18,"Pace Morby",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,2518,1.224782,,15,Daily,95.88,Ongoing,-,-,-,3084,31.089494,20,,4.794,0.648508,59,1.9131,1.625085,13,7.375385
2026-01-01,2026-02-18,"Video #2",not_delivering,"7-day click or 1-day view",328,reach,328,6.875,115.21341463,3,Daily,37.79,Ongoing,-,-,-,2255,16.758315,5,,7.558,0.221729,9,0.399113,4.198889,5,7.558
2026-01-01,2026-02-18,"Alanna Testimonial - Copy",active,"7-day click or 1-day view",16,reach,16,1.125,11.875,5,Daily,0.19,Ongoing,-,-,-,18,10.555556,,,,,1,5.555556,0.19,,
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",7,actions:offsite_conversion.custom.1272107968054324,2450,2.920408,80.75857143,25,Daily,565.31,Ongoing,Average,-,-,7155,79.009085,178,,3.175899,2.487771,236,3.298393,2.395381,126,4.486587
2026-01-01,2026-02-18,"Video #1",not_delivering,"7-day click or 1-day view",30288,reach,30288,1.399069,2.45047544,3,Daily,74.22,Ongoing,"Below average - Bottom 35% of ads",-,-,42375,1.751504,1,,74.22,0.00236,24,0.056637,3.0925,1,74.22
2026-01-01,2026-02-18,"Video #1",not_delivering,"7-day click or 1-day view",27689,reach,27689,1.528549,2.68445953,3,Daily,74.33,Ongoing,"Below average - Bottom 35% of ads",-,-,42324,1.756214,2,,37.165,0.004725,22,0.05198,3.378636,2,37.165
2026-01-01,2026-02-18,"Video #1",active,"7-day click or 1-day view",39818,reach,39818,1.515922,3.35551761,3,Daily,133.61,Ongoing,"Below average - Bottom 35% of ads",-,-,60361,2.213515,17,,7.859412,0.028164,52,0.086148,2.569423,11,12.146364
2026-01-01,2026-02-18,"Video #1",active,"7-day click or 1-day view",16807,reach,16807,3.460998,7.91217945,3,Daily,132.98,Ongoing,"Below average - Bottom 35% of ads",-,-,58169,2.286097,18,,7.387778,0.030944,56,0.096271,2.374643,8,16.6225
2026-01-01,2026-02-18,"Image - We fill rooms...",active,"7-day click or 1-day view",1,actions:leadgen.other,560,1.742857,56.74,10,Daily,56.74,Ongoing,Average,Average,Average,976,58.135246,5,,11.348,0.512295,20,2.04918,2.837,,
2026-01-01,2026-02-18,"Image - We fill rooms... #2",active,"7-day click or 1-day view",,,187,1.491979,,10,Daily,10.47,Ongoing,-,-,-,279,37.526882,3,,3.49,1.075269,5,1.792115,2.094,,
2026-01-01,2026-02-18,"Image - We fill rooms... #3",active,"7-day click or 1-day view",,,107,1.205607,,10,Daily,5.46,Ongoing,-,-,-,129,42.325581,3,,1.82,2.325581,3,2.325581,1.82,,
2026-01-01,2026-02-18,"Image - We fill rooms... #4",active,"7-day click or 1-day view",,,110,1.418182,,10,Daily,12.04,Ongoing,-,-,-,156,77.179487,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - We fill rooms... #",active,"7-day click or 1-day view",1,actions:leadgen.other,619,1.714055,61.35,10,Daily,61.35,Ongoing,"Below average - Bottom 35% of ads",Average,Average,1061,57.822809,13,,4.719231,1.225259,19,1.790763,3.228947,,
2026-01-01,2026-02-18,"Image - How We SELL OUT Events",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,1112,1.381295,,18,Daily,88.2,Ongoing,Average,-,-,1536,57.421875,23,,3.834783,1.497396,32,2.083333,2.75625,16,5.5125
2026-01-01,2026-02-18,"Image - We fill rooms... #4",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,7,1.428571,,18,Daily,0.37,Ongoing,-,-,-,10,37,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - We fill rooms... #3",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,24,1.125,,18,Daily,1.57,Ongoing,-,-,-,27,58.148148,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - Funnel Built. Ads Running..",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,4,1.25,,18,Daily,0.16,Ongoing,-,-,-,5,32,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - Event Rescue Team",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.custom.1272107968054324,3644,1.798299,59.11,18,Daily,177.33,Ongoing,Average,-,-,6553,27.060888,75,,2.3644,1.144514,117,1.785442,1.515641,59,3.005593
2026-01-01,2026-02-18,"Image - From Ad Spend Stress...",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,9,1.222222,,18,Daily,0.52,Ongoing,-,-,-,11,47.272727,,,,,0,0,0,,
2026-01-01,2026-02-18,"David Testimonial",active,"7-day click or 1-day view",7466,reach,7466,2.445084,5.33886954,5,Daily,39.86,Ongoing,"Below average - Bottom 35% of ads",-,-,18255,2.183511,15,,2.657333,0.082169,16,0.087647,2.49125,14,2.847143
2026-01-01,2026-02-18,"Peter Snelle Testimonial",active,"7-day click or 1-day view",18810,reach,18810,4.768155,9.31525784,5,Daily,175.22,Ongoing,"Below average - Bottom 35% of ads",-,-,89689,1.95364,49,,3.575918,0.054633,64,0.071358,2.737813,39,4.492821
2026-01-01,2026-02-18,"Ajay Testimonial",active,"7-day click or 1-day view",893,reach,893,1.409854,2.49720045,5,Daily,2.23,Ongoing,"Below average - Bottom 35% of ads",-,-,1259,1.771247,,,,,0,0,0,,
2026-01-01,2026-02-18,"$15K Testimonial Sizzle",inactive,"7-day click or 1-day view",605,reach,605,1.439669,2.62809917,5,Daily,1.59,Ongoing,"Below average - Bottom 35% of ads",-,-,871,1.825488,,,,,0,0,0,,
2026-01-01,2026-02-18,"Alanna Testimonial",active,"7-day click or 1-day view",4093,reach,4093,2.144393,4.02638651,5,Daily,16.48,Ongoing,"Below average - Bottom 35% of ads",-,-,8777,1.877635,3,,5.493333,0.03418,5,0.056967,3.296,2,8.24
2026-01-01,2026-02-18,"Alanna Testimonial",active,"7-day click or 1-day view",2660,reach,2660,2.431955,5.06390977,10,Daily,13.47,Ongoing,"Below average - Bottom 35% of ads",-,-,6469,2.082238,1,,13.47,0.015458,4,0.061833,3.3675,,
2026-01-01,2026-02-18,"David Testimonial",active,"7-day click or 1-day view",1582,reach,1582,2.132743,3.64728192,10,Daily,5.77,Ongoing,"Below average - Bottom 35% of ads",-,-,3374,1.710136,,,,,0,0,0,,
2026-01-01,2026-02-18,"$15K Testimonial Sizzle",active,"7-day click or 1-day view",230,reach,230,1.452174,2.30434783,10,Daily,0.53,Ongoing,-,-,-,334,1.586826,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ajay Testimonial",active,"7-day click or 1-day view",7181,reach,7181,4.01866,9.92619412,10,Daily,71.28,Ongoing,Average,-,-,28858,2.470026,9,,7.92,0.031187,11,0.038118,6.48,4,17.82
2026-01-01,2026-02-18,"Peter Snelle Testimonial",inactive,"7-day click or 1-day view",4508,reach,4508,5.737134,9.57187223,10,Daily,43.15,Ongoing,"Below average - Bottom 35% of ads",-,-,25863,1.668407,10,,4.315,0.038665,12,0.046398,3.595833,8,5.39375
2026-01-01,2026-02-18,"Ajay Testimonial",active,"7-day click or 1-day view",5641,reach,5641,2.368374,5.98298174,10,Daily,33.75,Ongoing,"Below average - Bottom 35% of ads",-,-,13360,2.526198,5,,6.75,0.037425,8,0.05988,4.21875,5,6.75
2026-01-01,2026-02-18,"David Testimonial",active,"7-day click or 1-day view",3526,reach,3526,2.547079,5.76574022,10,Daily,20.33,Ongoing,"Below average - Bottom 35% of ads",-,-,8981,2.263668,3,,6.776667,0.033404,5,0.055673,4.066,3,6.776667
2026-01-01,2026-02-18,"Peter Snelle Testimonial",active,"7-day click or 1-day view",4890,reach,4890,4.585276,8.34969325,10,Daily,40.83,Ongoing,"Below average - Bottom 35% of ads",-,-,22422,1.820979,10,,4.083,0.044599,11,0.049059,3.711818,5,8.166
2026-01-01,2026-02-18,"Alanna Testimonial",active,"7-day click or 1-day view",2818,reach,2818,3.268985,5.5535841,10,Daily,15.65,Ongoing,Average,-,-,9212,1.698871,3,,5.216667,0.032566,4,0.043422,3.9125,3,5.216667
2026-01-01,2026-02-18,"$15K Testimonial Sizzle",active,"7-day click or 1-day view",3977,reach,3977,2.638924,6.0598441,10,Daily,24.1,Ongoing,"Below average - Bottom 35% of ads",-,-,10495,2.296332,3,,8.033333,0.028585,4,0.038113,6.025,1,24.1
2026-01-01,2026-02-18,"Pace Morby",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,56,1.053571,,10,Daily,2.56,Ongoing,-,-,-,59,43.389831,,,,,1,1.694915,2.56,,
2026-01-01,2026-02-18,Shanda,not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,10,1.2,,10,Daily,0.64,Ongoing,-,-,-,12,53.333333,,,,,0,0,0,,
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,12,1,,10,Daily,0.71,Ongoing,-,-,-,12,59.166667,,,,,0,0,0,,
2026-01-01,2026-02-18,"Sizzle Testimonials - Short",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,26,1,,10,Daily,1.12,Ongoing,-,-,-,26,43.076923,1,,1.12,3.846154,1,3.846154,1.12,,
2026-01-01,2026-02-18,"The Muscle",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,125,1.128,,10,Daily,5.81,Ongoing,-,-,-,141,41.205674,1,,5.81,0.70922,3,2.12766,1.936667,3,1.936667
2026-01-01,2026-02-18,"Sizzle Testimonials - Longer",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,39,1.025641,,10,Daily,2.08,Ongoing,-,-,-,40,52,,,,,0,0,0,,
2026-01-01,2026-02-18,"David Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,6,1.166667,,10,Daily,0.13,Ongoing,-,-,-,7,18.571429,1,,0.13,14.285714,1,14.285714,0.13,,
2026-01-01,2026-02-18,"Peter Snelle Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,224,1.263393,,10,Daily,15.86,Ongoing,-,-,-,283,56.042403,7,,2.265714,2.473498,20,7.067138,0.793,6,2.643333
2026-01-01,2026-02-18,"Ajay Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,34,1.058824,,10,Daily,2.13,Ongoing,-,-,-,36,59.166667,1,,2.13,2.777778,2,5.555556,1.065,,
2026-01-01,2026-02-18,"Alanna Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,555,1.362162,,10,Daily,35.58,Ongoing,-,-,-,756,47.063492,14,,2.541429,1.851852,28,3.703704,1.270714,11,3.234545
2026-01-01,2026-02-18,Shanda,not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,20,1.3,,10,Daily,1.52,Ongoing,-,-,-,26,58.461538,,,,,1,3.846154,1.52,,
2026-01-01,2026-02-18,"Sizzle Testimonials - Longer",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,86,1.255814,,10,Daily,3.67,Ongoing,-,-,-,108,33.981481,,,,,1,0.925926,3.67,,
2026-01-01,2026-02-18,"Tiffany Lyons",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.custom.1272107968054324,1432,1.734637,60.69,10,Daily,60.69,Ongoing,-,-,-,2484,24.432367,30,,2.023,1.207729,61,2.455717,0.994918,29,2.092759
2026-01-01,2026-02-18,"Sizzle Testimonials - Short",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,95,1.252632,,10,Daily,5.06,Ongoing,-,-,-,119,42.521008,1,,5.06,0.840336,3,2.521008,1.686667,1,5.06
2026-01-01,2026-02-18,"The Muscle",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,497,1.454728,,10,Daily,23.95,Ongoing,-,-,-,723,33.125864,8,,2.99375,1.106501,13,1.798064,1.842308,7,3.421429
2026-01-01,2026-02-18,"Pace Morby",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,153,1.20915,,10,Daily,8.42,Ongoing,-,-,-,185,45.513514,3,,2.806667,1.621622,8,4.324324,1.0525,3,2.806667
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,75,1.106667,,10,Daily,3.69,Ongoing,-,-,-,83,44.457831,,,,,0,0,0,,
2026-01-01,2026-02-18,"Sam Taggart",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,9,1,,10,Daily,0.24,Ongoing,-,-,-,9,26.666667,,,,,0,0,0,,
2026-01-01,2026-02-18,"David Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,4,1,,10,Daily,0.03,Ongoing,-,-,-,4,7.5,,,,,0,0,0,,
2026-01-01,2026-02-18,"Alanna Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,1159,1.300259,,10,Daily,90.98,Ongoing,Average,-,-,1507,60.371599,17,,5.351765,1.128069,36,2.388852,2.527222,11,8.270909
2026-01-01,2026-02-18,"Ajay Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,34,1,,10,Daily,3.27,Ongoing,-,-,-,34,96.176471,,,,,0,0,0,,
2026-01-01,2026-02-18,"Peter Snelle Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,193,1.145078,,10,Daily,11.72,Ongoing,-,-,-,221,53.031674,1,,11.72,0.452489,4,1.809955,2.93,1,11.72
2026-01-01,2026-02-18,Shanda,not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,4,1,,10,Daily,0.3,Ongoing,-,-,-,4,75,,,,,0,0,0,,
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,28,1.035714,,10,Daily,2.2,Ongoing,-,-,-,29,75.862069,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,93,1.505376,,10,Daily,12.69,Ongoing,-,-,-,140,90.642857,2,,6.345,1.428571,11,7.857143,1.153636,3,4.23
2026-01-01,2026-02-18,"The Muscle",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,20,1.1,,10,Daily,1.42,Ongoing,-,-,-,22,64.545455,,,,,1,4.545455,1.42,,
2026-01-01,2026-02-18,"Sizzle Testimonials - Short",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,12,1.333333,,10,Daily,1.01,Ongoing,-,-,-,16,63.125,,,,,0,0,0,,
2026-01-01,2026-02-18,"Tiffany Lyons",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,767,2.32073,,10,Daily,78.55,Ongoing,-,-,-,1780,44.129213,31,,2.533871,1.741573,49,2.752809,1.603061,26,3.021154
2026-01-01,2026-02-18,"Sizzle Testimonials - Longer",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,90,1.244444,,10,Daily,11.21,Ongoing,-,-,-,112,100.089286,4,,2.8025,3.571429,5,4.464286,2.242,4,2.8025
2026-01-01,2026-02-18,"Sizzle Testimonials - Longer",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,14,1.071429,,12,Daily,0.98,Ongoing,-,-,-,15,65.333333,1,,0.98,6.666667,1,6.666667,0.98,1,0.98
2026-01-01,2026-02-18,Shanda,not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,51,1.078431,,12,Daily,5.23,Ongoing,-,-,-,55,95.090909,2,,2.615,3.636364,3,5.454545,1.743333,1,5.23
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,4,1,,12,Daily,0.09,Ongoing,-,-,-,4,22.5,,,,,0,0,0,,
2026-01-01,2026-02-18,"Sizzle Testimonials - Short",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,4,1,,12,Daily,0.21,Ongoing,-,-,-,4,52.5,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",4,actions:offsite_conversion.custom.1272107968054324,886,1.256208,15.7425,12,Daily,62.97,Ongoing,Average,-,-,1113,56.576819,24,,2.62375,2.156334,44,3.953279,1.431136,13,4.843846
2026-01-01,2026-02-18,"Sam Taggart",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,13,1,,12,Daily,0.65,Ongoing,-,-,-,13,50,,,,,0,0,0,,
2026-01-01,2026-02-18,"Tiffany Lyons",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",5,actions:offsite_conversion.custom.1272107968054324,3367,1.542323,25.336,12,Daily,126.68,Ongoing,-,-,-,5193,24.394377,40,,3.167,0.770268,103,1.983439,1.229903,32,3.95875
2026-01-01,2026-02-18,"The Muscle",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,44,1.045455,,12,Daily,2.61,Ongoing,-,-,-,46,56.73913,1,,2.61,2.173913,1,2.173913,2.61,1,2.61
2026-01-01,2026-02-18,"Ajay Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,21,1.238095,,10,Daily,2.07,Ongoing,-,-,-,26,79.615385,1,,2.07,3.846154,2,7.692308,1.035,1,2.07
2026-01-01,2026-02-18,"Alanna Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.custom.1272107968054324,1023,1.577713,93.7,10,Daily,93.7,Ongoing,Average,-,-,1614,58.054523,30,,3.123333,1.858736,76,4.708798,1.232895,24,3.904167
2026-01-01,2026-02-18,"Peter Snelle Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,127,1.314961,,10,Daily,10.58,Ongoing,-,-,-,167,63.353293,1,,10.58,0.598802,5,2.994012,2.116,1,10.58
2026-01-01,2026-02-18,"$15K Sizzle Reel Testimonial",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,2,1,,10,Daily,0.04,Ongoing,-,-,-,2,20,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - We fill rooms... #3",active,"7-day click, 1-day view, or 1-day engaged-view",,,44,1,,50,Daily,1.55,Ongoing,-,-,-,44,35.227273,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - We've filled 200+ events",active,"7-day click, 1-day view, or 1-day engaged-view",,,65,1.261538,,50,Daily,8.68,Ongoing,-,-,-,82,105.853659,5,,1.736,6.097561,4,4.878049,2.17,4,2.17
2026-01-01,2026-02-18,"Image - We fill rooms... #1",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,4,1.25,,18,Daily,0.12,Ongoing,-,-,-,5,24,,,,,0,0,0,,
